"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Open Access","Citations count","Abstract","TL;DR"
"mzQuality: A tool for quality monitoring and reporting of targeted mass spectrometry measurements","https://scispace.com/papers/mzquality-a-tool-for-quality-monitoring-and-reporting-of-7d4vlwqyrmq6","2025","Journal Article","","Marielle van der Peet
Pascal Maas
Agnieszka B. Wegrzyn
Lieke Lamont
Ronan M. T. Fleming
Amy C. Harms
Thomas Hankemeier
Alida Kindt","10.1101/2025.01.22.633547","","No","","Analyzing metabolites using mass spectrometry can offer valuable insight into an individual's health or disease status. However, various sources of experimental variation can affect the data, making robust quality control essential. In this context, we introduce mzQuality, a user-friendly software tool designed to evaluate and correct technical variations in mass spectrometry-based metabolomics data. MzQuality offers key quality control features, such as batch correction, outlier identification, and analysis of signal-to-noise ratios. It supports any peak-integrated processed data independent of vendor software and does not require the user to have any programming skills. We demonstrate the functionality of mzQuality with a data set of 419 samples measured across six batches, in which mzQuality effectively minimized experimental variation, ensuring the data's readiness for statistical analysis and biological interpretation. With customizable settings, mzQuality can be seamlessly integrated into research workflows to produce more accurate and reproducible metabolomics data.","mzQuality is a user-friendly software tool for quality monitoring and reporting of targeted mass spectrometry measurements, offering batch correction, outlier identification, and signal-to-noise ratio analysis, ensuring accurate and reproducible metabolomics data."
"Norm ISWSVR: A Data Integration and Normalization Approach for Large-Scale Metabolomics.","https://scispace.com/papers/norm-iswsvr-a-data-integration-and-normalization-approach-13ofbbyl","2022","Journal Article","Analytical Chemistry","Xian Ding
Fen Yang
Yanhua Chen
Jing Xu
Jiuming He
Rui Zhang
Zeper Abliz","10.1021/acs.analchem.1c05502","","No","","Large-scale and long-period metabolomics study is more susceptible to various sources of systematic errors, resulting in nonreproducibility and poor data quality. A reliable and robust batch correction method removes unwanted systematic variations and improves the statistical power of metabolomics data, which undeniably becomes an important issue for the quality control of metabolomics. This study proposed a novel data normalization and integration method, Norm ISWSVR. It is a two-step approach via combining the best-performance internal standard correction with support vector regression normalization, comprehensively removing the systematic and random errors and matrix effects. This method was investigated in three untargeted lipidomics or metabolomics datasets, and the performance was further evaluated systematically in comparison with that of 11 other normalization methods. As a result, Norm ISWSVR decreased the data's median cross-validated relative standard deviation (cvRSD), increased the correlation between QCs, improved the classification accuracy of biomarkers, and was well-compatible with quantitative data. More importantly, Norm ISWSVR also allows a low frequency of QCs, which could significantly decrease the burden of a large-scale experiment. Correspondingly, Norm ISWSVR favorably improves the data quality of large-scale metabolomics data.","This study proposed a novel data normalization and integration method, Norm ISWSVR, which is a two-step approach via combining the best-performance internal standard correction with support vector regression normalization, comprehensively removing the systematic and random errors and matrix effects."
"Normalization methods for reducing interbatch effect without quality control samples in liquid chromatography-mass spectrometry-based studies","https://scispace.com/papers/normalization-methods-for-reducing-interbatch-effect-without-3z2g48daad","2021","Journal Article","Analytical and Bioanalytical Chemistry","Alisa O. Tokareva
Alisa O. Tokareva
Vitaliy Chagovets
Alexey S. Kononikhin
Natalia L. Starodubtseva
Eugene N. Nikolaev
Vladimir Frankevich","10.1007/S00216-021-03294-8","","No","","Data normalization is an essential part of a large-scale untargeted mass spectrometry metabolomics analysis. Autoscaling, Pareto scaling, range scaling, and level scaling methods for liquid chromatography-mass spectrometry data processing were compared with the most common normalization methods, including quantile normalization, probabilistic quotient normalization, and variance stabilizing normalization. These methods were tested on eight datasets from various clinical studies. The efficiency of the data normalization was assessed by the distance between clusters corresponding to batches and the distance between clusters corresponding to clinical groups in the space of principal components, as well as by the number of features with a pairwise statistically significant difference between the batches and the number of features with a pairwise statistically significant difference between clinical groups. Autoscaling demonstrated the most effective reduction in interbatch variation and can be preferable to probabilistic quotient or quantile normalization in liquid chromatography-mass spectrometry data.","In this article, the authors compared different data normalization methods, including quantile normalization, probabilistic quotient normalization and variance stabilizing normalization on eight datasets from various clinical studies."
"Addressing the batch effect issue for LC/MS metabolomics data in data preprocessing.","https://scispace.com/papers/addressing-the-batch-effect-issue-for-lc-ms-metabolomics-2zrz79p21i","2020","Journal Article","Scientific Reports","Qin Liu
Douglas I. Walker
Karan Uppal
Zihe Liu
Chunyu Ma
ViLinh Tran
Shuzhao Li
Dean P. Jones
Tianwei Yu","10.1038/S41598-020-70850-0","https://scispace.com/pdf/addressing-the-batch-effect-issue-for-lc-ms-metabolomics-2zrz79p21i.pdf","Yes","47","With the growth of metabolomics research, more and more studies are conducted on large numbers of samples. Due to technical limitations of the Liquid Chromatography-Mass Spectrometry (LC/MS) platform, samples often need to be processed in multiple batches. Across different batches, we often observe differences in data characteristics. In this work, we specifically focus on data generated in multiple batches on the same LC/MS machinery. Traditional preprocessing methods treat all samples as a single group. Such practice can result in errors in the alignment of peaks, which cannot be corrected by post hoc application of batch effect correction methods. In this work, we developed a new approach that address the batch effect issue in the preprocessing stage, resulting in better peak detection, alignment and quantification. It can be combined with down-stream batch effect correction methods to further correct for between-batch intensity differences. The method is implemented in the existing workflow of the apLCMS platform. Analyzing data with multiple batches, both generated from standardized quality control (QC) plasma samples and from real biological studies, the new method resulted in feature tables with better consistency, as well as better down-stream analysis results. The method can be a useful addition to the tools available for large studies involving multiple batches. The method is available as part of the apLCMS package. Download link and instructions are at https://mypage.cuhk.edu.cn/academics/yutianwei/apLCMS/ .","A new approach is developed that address the batch effect issue in the preprocessing stage, resulting in better peak detection, alignment and quantification, and can be combined with down-stream batch effect correction methods to further correct for between-batch intensity differences."
"To impute or not to impute in untargeted metabolomics - that is the compositional question","https://scispace.com/papers/to-impute-or-not-to-impute-in-untargeted-metabolomics-that-4ao3i3f0z96v","2024","Journal Article","","Dennis Dimitri Krutkin
Sydney P. Thomas
Simone Zuffa
Prajit Rajkumar
Rob Knight
Pieter C. Dorrestein
Scott T. Kelley","10.1101/2024.10.28.620738","https://scispace.compdf/to-impute-or-not-to-impute-in-untargeted-metabolomics-that-4ao3i3f0z96v.pdf","No","","Untargeted metabolomics often produce large datasets with missing values, arising from biological or technical factors, which can undermine statistical analyses and lead to biased biological interpretations. Imputation methods, such as k- Nearest Neighbors (kNN) and Random Forest (RF) regression are commonly used but their effects vary depending on the type of missing data e.g. Missing Completely At Random (MCAR) and Missing Not At Random (MNAR). Here, we determined the impacts of degree and type of missing data on the accuracy of kNN and RF imputation using two datasets: a targeted metabolomic dataset with spiked-in standards and an untargeted metabolomic dataset. We also assessed the effect of compositional data approaches (CoDA), such as the centered log-ratio (CLR) transform, on data interpretation, since these methods are increasingly being used in metabolomics. Overall, we found that kNN and RF performed more accurately when the proportion of missing data across samples for a metabolic feature was low. However, these imputations could not handle MNAR data and generated wildly inflated values or imputed values where none should exist. Furthermore, we show that the proportion of missing values had a strong impact on the accuracy of imputation which affected the interpretation of the results. Our results suggest extreme caution should be used with imputation even with modestly levels of missing data or when the type of missingness is unknown.","This study investigates the impact of missing data on untargeted metabolomics, finding that imputation methods (kNN, RF) perform well with low missing data rates but fail with Missing Not At Random data, highlighting the need for caution in data interpretation."
"IP4M: an integrated platform for mass spectrometry-based metabolomics data mining","https://scispace.com/papers/ip4m-an-integrated-platform-for-mass-spectrometry-based-5c0xpbjj4m","2020","Journal Article","BMC Bioinformatics","Dandan Liang
Quan Liu
Kejun Zhou
Wei Jia
Guoxiang Xie
Tianlu Chen","10.1186/S12859-020-03786-X","https://scispace.com/pdf/ip4m-an-integrated-platform-for-mass-spectrometry-based-5c0xpbjj4m.pdf","Yes","44","Metabolomics data analyses rely on the use of bioinformatics tools. Many integrated multi-functional tools have been developed for untargeted metabolomics data processing and have been widely used. More alternative platforms are expected for both basic and advanced users. Integrated mass spectrometry-based untargeted metabolomics data mining (IP4M) software was designed and developed. The IP4M, has 62 functions categorized into 8 modules, covering all the steps of metabolomics data mining, including raw data preprocessing (alignment, peak de-convolution, peak picking, and isotope filtering), peak annotation, peak table preprocessing, basic statistical description, classification and biomarker detection, correlation analysis, cluster and sub-cluster analysis, regression analysis, ROC analysis, pathway and enrichment analysis, and sample size and power analysis. Additionally, a KEGG-derived metabolic reaction database was embedded and a series of ratio variables (product/substrate) can be generated with enlarged information on enzyme activity. A new method, GRaMM, for correlation analysis between metabolome and microbiome data was also provided. IP4M provides both a number of parameters for customized and refined analysis (for expert users), as well as 4 simplified workflows with few key parameters (for beginners who are unfamiliar with computational metabolomics). The performance of IP4M was evaluated and compared with existing computational platforms using 2 data sets derived from standards mixture and 2 data sets derived from serum samples, from GC–MS and LC–MS respectively. IP4M is powerful, modularized, customizable and easy-to-use. It is a good choice for metabolomics data processing and analysis. Free versions for Windows, MAC OS, and Linux systems are provided.","The performance of IP4M was evaluated and compared with existing computational platforms using 2 data sets derived from standards mixture and 2 data set derived from serum samples, from GC–MS and LC–MS respectively."
"MStractor: R Workflow Package for Enhancing Metabolomics Data Pre-Processing and Visualization","https://scispace.com/papers/mstractor-r-workflow-package-for-enhancing-metabolomics-data-19ep5s0gb3","2021","Journal Article","Metabolites","L Nicolotti
Jeremy Hack
Markus Herderich
Natoiya D. R. Lloyd","10.3390/METABO11080492","https://www.mdpi.com/2218-1989/11/8/492/pdf","Yes","","Untargeted metabolomics experiments for characterizing complex biological samples, conducted with chromatography/mass spectrometry technology, generate large datasets containing very complex and highly variable information. Many data-processing options are available, however, both commercial and open-source solutions for data processing have limitations, such as vendor platform exclusivity and/or requiring familiarity with diverse programming languages. Data processing of untargeted metabolite data is a particular problem for laboratories that specialize in non-routine mass spectrometry analysis of diverse sample types across humans, animals, plants, fungi, and microorganisms. Here, we present MStractor, an R workflow package developed to streamline and enhance pre-processing of metabolomics mass spectrometry data and visualization. MStractor combines functions for molecular feature extraction with user-friendly dedicated GUIs for chromatographic and mass spectromerty (MS) parameter input, graphical quality-control outputs, and descriptive statistics. MStractor performance was evaluated through a detailed comparison with XCMS Online. The MStractor package is freely available on GitHub at the MetabolomicsSA repository.","MStractor as mentioned in this paper is an R workflow package developed to streamline and enhance pre-processing of metabolomics mass spectrometry data and visualization, which combines functions for molecular feature extraction with user-friendly dedicated GUIs for chromatographic and MS parameter input, graphical quality-control outputs, and descriptive statistics."
"NOREVA: enhanced normalization and evaluation of time-course and multi-class metabolomic data.","https://scispace.com/papers/noreva-enhanced-normalization-and-evaluation-of-time-course-59wo6rbp12","2020","Journal Article","Nucleic Acids Research","Qingxia Yang
Qingxia Yang
Yunxia Wang
Ying Zhang
Fengcheng Li
Weiqi Xia
Ying Zhou
Yunqing Qiu
Honglin Li
Feng Zhu
Feng Zhu","10.1093/NAR/GKAA258","","Yes","175","Biological processes (like microbial growth & physiological response) are usually dynamic and require the monitoring of metabolic variation at different time-points. Moreover, there is clear shift from case-control (N=2) study to multi-class (N>2) problem in current metabolomics, which is crucial for revealing the mechanisms underlying certain physiological process, disease metastasis, etc. These time-course and multi-class metabolomics have attracted great attention, and data normalization is essential for removing unwanted biological/experimental variations in these studies. However, no tool (including NOREVA 1.0 focusing only on case-control studies) is available for effectively assessing the performance of normalization method on time-course/multi-class metabolomic data. Thus, NOREVA was updated to version 2.0 by (i) realizing normalization and evaluation of both time-course and multi-class metabolomic data, (ii) integrating 144 normalization methods of a recently proposed combination strategy and (iii) identifying the well-performing methods by comprehensively assessing the largest set of normalizations (168 in total, significantly larger than those 24 in NOREVA 1.0). The significance of this update was extensively validated by case studies on benchmark datasets. All in all, NOREVA 2.0 is distinguished for its capability in identifying well-performing normalization method(s) for time-course and multi-class metabolomics, which makes it an indispensable complement to other available tools. NOREVA can be accessed at https://idrblab.org/noreva/.","NOREVA 2.0 is distinguished for its capability in identifying well-performing normalization method(s) for time-course and multi-class metabolomics, which makes it an indispensable complement to other available tools."
"Imputation of Missing Values for Multi-Biospecimen Metabolomics Studies: Bias and Effects on Statistical Validity","https://scispace.com/papers/imputation-of-missing-values-for-multi-biospecimen-2l9zbbc3","2022","Journal Article","Metabolites","Machelle D. Wilson
Matthew D. Ponzini
Sandra L. Taylor
Kyoungmi Kim","10.3390/metabo12070671","https://scispace.com/pdf/imputation-of-missing-values-for-multi-biospecimen-2l9zbbc3.pdf","Yes","","The analysis of high-throughput metabolomics mass spectrometry data across multiple biological sample types (biospecimens) poses challenges due to missing data. During differential abundance analysis, dropping samples with missing values can lead to severe loss of data as well as biased results in group comparisons and effect size estimates. However, the imputation of missing data (the process of replacing missing data with estimated values such as a mean) may compromise the inherent intra-subject correlation of a metabolite across multiple biospecimens from the same subject, which in turn may compromise the efficacy of the statistical analysis of differential metabolites in biomarker discovery. We investigated imputation strategies when considering multiple biospecimens from the same subject. We compared a novel, but simple, approach that consists of combining the two biospecimen data matrices (rows and columns of subjects and metabolites) and imputes the two biospecimen data matrices together to an approach that imputes each biospecimen data matrix separately. We then compared the bias in the estimation of the intra-subject multi-specimen correlation and its effects on the validity of statistical significance tests between two approaches. The combined approach to multi-biospecimen studies has not been evaluated previously even though it is intuitive and easy to implement. We examine these two approaches for five imputation methods: random forest, k nearest neighbor, expectation-maximization with bootstrap, quantile regression, and half the minimum observed value. Combining the biospecimen data matrices for imputation did not greatly increase efficacy in conserving the correlation structure or improving accuracy in the statistical conclusions for most of the methods examined. Random forest tended to outperform the other methods in all performance metrics, except specificity.","Combining the biospecimen data matrices for imputation did not greatly increase efficacy in conserving the correlation structure or improving accuracy in the statistical conclusions for most of the methods examined."
"MetaboAnalystR 3.0: Toward an Optimized Workflow for Global Metabolomics.","https://scispace.com/papers/metaboanalystr-3-0-toward-an-optimized-workflow-for-global-2d4fcwcuun","2020","Journal Article","Metabolites","Zhiqiang Pang
Jasmine Chong
Shuzhao Li
Jianguo Xia","10.3390/METABO10050186","https://scispace.com/pdf/metaboanalystr-3-0-toward-an-optimized-workflow-for-global-2d4fcwcuun.pdf","Yes","460","Liquid chromatography coupled to high-resolution mass spectrometry platforms are increasingly employed to comprehensively measure metabolome changes in systems biology and complex diseases. Over the past decade, several powerful computational pipelines have been developed for spectral processing, annotation, and analysis. However, significant obstacles remain with regard to parameter settings, computational efficiencies, batch effects, and functional interpretations. Here, we introduce MetaboAnalystR 3.0, a significantly improved pipeline with three key new features: (1) efficient parameter optimization for peak picking; (2) automated batch effect correction; and 3) more accurate pathway activity prediction. Our benchmark studies showed that this workflow was 20~100X faster compared to other well-established workflows and produced more biologically meaningful results. In summary, MetaboAnalystR 3.0 offers an efficient pipeline to support high-throughput global metabolomics in the open-source R environment.","This work introduces MetaboAnalystR 3.0, a significantly improved pipeline with three key new features: efficient parameter optimization for peak picking; automated batch effect correction; and more accurate pathway activity prediction that offers an efficient pipeline to support high-throughput global metabolomics in the open-source R environment."
"Regularized adversarial learning for normalization of multi-batch untargeted metabolomics data","https://scispace.com/papers/regularized-adversarial-learning-for-normalization-of-multi-12momngr","2023","Journal Article","Bioinformatics","A. Dmitrenko
Michelle Reid
Nicola Zamboni","10.1093/bioinformatics/btad096","https://scispace.com/pdf/regularized-adversarial-learning-for-normalization-of-multi-12momngr.pdf","Yes","","Abstract Motivation Untargeted metabolomics by mass spectrometry is the method of choice for unbiased analysis of molecules in complex samples of biological, clinical or environmental relevance. The exceptional versatility and sensitivity of modern high-resolution instruments allows profiling of thousands of known and unknown molecules in parallel. Inter-batch differences constitute a common and unresolved problem in untargeted metabolomics, and hinder the analysis of multi-batch studies or the intercomparison of experiments. Results We present a new method, Regularized Adversarial Learning Preserving Similarity (RALPS), for the normalization of multi-batch untargeted metabolomics data. RALPS builds on deep adversarial learning with a three-term loss function that mitigates batch effects while preserving biological identity, spectral properties and coefficients of variation. Using two large metabolomics datasets, we showcase the superior performance of RALPS as compared with six state-of-the-art methods for batch correction. Further, we demonstrate that RALPS scales well, is robust, deals with missing values and can handle different experimental designs. Availability and implementation https://github.com/zamboni-lab/RALPS. Supplementary information Supplementary data are available at Bioinformatics online.","Zamboni et al. as discussed by the authors proposed Regularized Adversarial Learning Preserving Similarity (RALPS) for the normalization of multi-batch untargeted metabolomics data, which builds on deep adversarial learning with a threeterm loss function that mitigates batch effects while preserving biological identity, spectral properties and coefficients of variation."
"omicsMIC: a comprehensive benchmarking platform for robust comparison of imputation methods in mass spectrometry-based omics data","https://scispace.com/papers/omicsmic-a-comprehensive-benchmarking-platform-for-robust-2dlumur52d","2024","Journal Article","NAR genomics and bioinformatics","Weiqiang Lin
Jiadong Ji
Kuan-Jui Su
Chuan Qiu
Qing Tian
Lan‐Juan Zhao
Zhe Luo
Chong Wu
Hui Shen
Hong‐Wen Deng","10.1093/nargab/lqae071","","No","","Abstract Mass spectrometry is a powerful and widely used tool for generating proteomics, lipidomics and metabolomics profiles, which is pivotal for elucidating biological processes and identifying biomarkers. However, missing values in mass spectrometry-based omics data may pose a critical challenge for the comprehensive identification of biomarkers and elucidation of the biological processes underlying human complex disorders. To alleviate this issue, various imputation methods for mass spectrometry-based omics data have been developed. However, a comprehensive comparison of these imputation methods is still lacking, and researchers are frequently confronted with a multitude of options without a clear rationale for method selection. To address this pressing need, we developed omicsMIC (mass spectrometry-based omics with Missing values Imputation methods Comparison platform), an interactive platform that provides researchers with a versatile framework to evaluate the performance of 28 diverse imputation methods. omicsMIC offers a nuanced perspective, acknowledging the inherent heterogeneity in biological data and the unique attributes of each dataset. Our platform empowers researchers to make data-driven decisions in imputation method selection based on real-time visualizations of the outcomes associated with different imputation strategies. The comprehensive benchmarking and versatility of omicsMIC make it a valuable tool for the scientific community engaged in mass spectrometry-based omics research. omicsMIC is freely available at https://github.com/WQLin8/omicsMIC.","omicsMIC is a platform for benchmarking imputation methods in mass spectrometry-based omics data, providing a comprehensive comparison of 28 methods and empowering researchers to make data-driven decisions."
"<u>Imp</u>utation for <u>Li</u>pidomics and <u>Met</u>abolomics (ImpLiMet): a Web-based application for optimization and method selection for missing data imputation","https://scispace.com/papers/u-imp-u-utation-for-u-li-u-pidomics-and-u-met-u-abolomics-75lqi0dnb56h","2024","Journal Article","Bioinformatics advances","Huiting Ou
Anuradha Surendra
Graeme S. V. McDowell
Emily Hashimoto-Roth
Jianguo Xia
Steffany A. L. Bennett
Miroslava Čuperlović‐Culf","10.1093/bioadv/vbae209","","No","","Abstract Motivation Missing values are prevalent in high-throughput measurements due to various experimental or analytical reasons. Imputation, the process of replacing missing values in a dataset with estimated values, plays an important role in multivariate and machine learning analyses. The three missingness patterns, including missing completely at random, missing at random, and missing not at random, describe unique dependencies between the missing and observed data. The optimal imputation method for each dataset depends on the type of data, the cause of the missingness, and the nature of relationships between the missing and observed data. The challenge is to identify the optimal imputation solution for a given dataset. Results ImpLiMet: is a user-friendly web-platform that enables users to impute missing data using eight different methods. For a given dataset, ImpLiMet suggests the optimal imputation solution through a grid search-based investigation of the error rate for imputation across three missingness data simulations. The effect of imputation can be visually assessed by histogram, kurtosis, and skewness, as well as principal component analysis comparing the impact of the chosen imputation method on the distribution and overall behavior of the data. Availability and implementation ImpLiMet is freely available at https://complimet.ca/shiny/implimet/ and https://github.com/complimet/ImpLiMet.","ImpLiMet is a web-based application that optimizes missing data imputation in high-throughput measurements by suggesting the best imputation method through a grid search-based investigation of error rates across three missingness simulations."
"omicsMIC: a Comprehensive Benchmarking Platform for Robust Comparison of Imputation Methods in Mass Spectrometry-based Omics Data","https://scispace.com/papers/omicsmic-a-comprehensive-benchmarking-platform-for-robust-1w2iskx6s6","2023","Journal Article","bioRxiv","Weiqiang Lin
Jiadong Ji
Kuan Jui Su
Chuan Qiu
Qing Tian
Lan-Juan Zhao
Zhe Luo
Hui Shen
Chong Wu
Hongwen Deng","10.1101/2023.09.12.557189","","No","","Mass spectrometry is a powerful and widely used tool for generating proteomics, lipidomics, and metabolomics profiles, which is pivotal for elucidating biological processes and identifying biomarkers. However, missing values in spectrometry-based omics data may pose a critical challenge for the comprehensive identification of biomarkers and elucidation of the biological processes underlying human complex disorders. To alleviate this issue, various imputation methods for mass spectrometry-based omics data have been developed. However, a comprehensive and systematic comparison of these imputation methods is still lacking, and researchers are frequently confronted with a multitude of options without a clear rationale for method selection. To address this pressing need, we developed omicsMIC (mass spectrometrybased omics with Missing values Imputation methods Comparison platform), an interactive platform that provides researchers with a versatile framework to simulate and evaluate the performance of 28 diverse imputation methods. omicsMIC offers a nuanced perspective, acknowledging the inherent heterogeneity in biological data and the unique attributes of each dataset. Our platform empowers researchers to make data-driven decisions in imputation method selection based on real-time visualizations of the outcomes associated with different imputation strategies. The comprehensive benchmarking and versatility of omicsMIC make it a valuable tool for the scientific community engaged in mass spectrometry-based omics research. OmicsMIC is freely available at https://github.com/WQLin8/omicsMIC.","OmicsMIC (mass spectrometrybased omics with Missing values Imputation methods Comparison platform), an interactive platform that provides researchers with a versatile framework to simulate and evaluate the performance of 28 diverse imputation methods, is developed."
"Closing the Knowledge Gap of Post-Acquisition Sample Normalization in Untargeted Metabolomics","https://scispace.com/papers/closing-the-knowledge-gap-of-post-acquisition-sample-749ngu95p7hs","2024","Journal Article","ACS Measurement Au","Brian J. Low
Yukai Wang
Tingting Zhao
Huaxu Yu
Tao Huan","10.1021/acsmeasuresciau.4c00047","","No","","Sample normalization is a crucial step in metabolomics for fair quantitative comparisons. It aims to minimize sample-to-sample variations due to differences in the total metabolite amount. When samples lack a specific metabolic quantity to accurately represent their total metabolite amounts, post-acquisition sample normalization becomes essential. Despite many proposed normalization algorithms, understanding remains limited of their differences, hindering the selection of the most suitable one for a given metabolomics study. This study bridges this knowledge gap by employing data simulation, experimental simulation, and real experiments to elucidate the differences in the mechanism and performance among common post-acquisition sample normalization methods. Using public datasets, we first demonstrated the dramatic discrepancies between the outcomes of different sample normalization methods. Then, we benchmarked six normalization methods: sum, median, probabilistic quotient normalization (PQN), maximal density fold change (MDFC), quantile, and class-specific quantile. Our results show that most normalization methods are biased when there is unbalanced data, a phenomenon where the percentages of up- and downregulated metabolites are unequal. Notably, unbalanced data can be sourced from the underlying biological differences, experimental perturbations, and metabolic interference. Beyond normalization algorithms and data structure, our study also emphasizes the importance of considering additional factors contributed by data quality, such as background noise, signal saturation, and missingness. Based on these findings, we propose an evidence-based normalization strategy to maximize sample normalization outcomes, providing a robust bioinformatic solution for advancing metabolomics research with a fair quantitative comparison.","This study bridges the knowledge gap on post-acquisition sample normalization in untargeted metabolomics by comparing six methods, highlighting biases in unbalanced data and proposing an evidence-based strategy to maximize normalization outcomes for fair quantitative comparisons."
"Statistical Depth based Normalization and Outlier Detection of Gene Expression Data","https://scispace.com/papers/statistical-depth-based-normalization-and-outlier-detection-nrkpfule","2022","","","Alicia Nieto-Reyes
Javier Cabrera","","","No","","Normalization and outlier detection belong to the preprocessing of gene expression data. We propose a natural normalization procedure based on statistical data depth which normalizes to the distribution of gene expressions of the most representative gene expression of the group. This differ from the standard method of quantile normalization, based on the coordinate-wise median array that lacks of the well-known properties of the one-dimensional median. The statistical data depth maintains those good properties. Gene expression data are known for containing outliers. Although detecting outlier genes in a given gene expression dataset has been broadly studied, these methodologies do not apply for detecting outlier samples, given the difficulties posed by the high dimensionality but low sample size structure of the data. The standard procedures used for detecting outlier samples are visual and based on dimension reduction techniques; instances are multidimensional scaling and spectral map plots. For detecting outlier genes in a given gene expression dataset, we propose an analytical procedure and based on the Tukey’s concept of outlier and the notion of statistical depth, as previous methodologies lead to unassertive and wrongful outliers. We reveal the outliers of four datasets; as a necessary step for further research.","In this article , the authors proposed a natural normalization procedure based on statistical data depth which normalizes to the distribution of gene expressions of the most representative gene expression of the group, and revealed the outliers of four datasets; as a necessary step for further research."
"Statistical Depth based Normalization and Outlier Detection of Gene
  Expression Data","https://scispace.com/papers/statistical-depth-based-normalization-and-outlier-detection-295xmnkw","2022","Posted Content","","","10.48550/arxiv.2206.13928","https://scispace.com/pdf/statistical-depth-based-normalization-and-outlier-detection-295xmnkw.pdf","Yes","","Normalization and outlier detection belong to the preprocessing of gene expression data. We propose a natural normalization procedure based on statistical data depth which normalizes to the distribution of gene expressions of the most representative gene expression of the group. This differ from the standard method of quantile normalization, based on the coordinate-wise median array that lacks of the well-known properties of the one-dimensional median. The statistical data depth maintains those good properties. Gene expression data are known for containing outliers. Although detecting outlier genes in a given gene expression dataset has been broadly studied, these methodologies do not apply for detecting outlier samples, given the difficulties posed by the high dimensionality but low sample size structure of the data. The standard procedures used for detecting outlier samples are visual and based on dimension reduction techniques; instances are multidimensional scaling and spectral map plots. For detecting outlier genes in a given gene expression dataset, we propose an analytical procedure and based on the Tukey's concept of outlier and the notion of statistical depth, as previous methodologies lead to unassertive and wrongful outliers. We reveal the outliers of four datasets; as a necessary step for further research.","In this article , the authors proposed a natural normalization procedure based on statistical data depth which normalizes to the distribution of gene expressions of the most representative gene expression of the group, and revealed the outliers of four datasets; as a necessary step for further research."
"Data-dependent normalization strategies for untargeted metabolomics—a case study","https://scispace.com/papers/data-dependent-normalization-strategies-for-untargeted-2f2uc8k2gw","2020","Journal Article","Analytical and Bioanalytical Chemistry","Paula Cuevas-Delgado
Danuta Dudzik
Danuta Dudzik
Verónica Miguel
Santiago Lamas
Coral Barbas","10.1007/S00216-020-02594-9","","No","30","Despite the recent advances in the standardization of untargeted metabolomics workflows, there is still a lack of attention to specific data treatment strategies that require deep knowledge of the biological problem and need to be applied after a well-thought out process to understand the effect of the practice. One of those strategies is data normalization. Data-driven assumptions are critical especially addressing unwanted variation present in the biological model as it can be the case in heterogeneous tissues, cells with different sizes or biofluids with different concentrations. Chronic kidney disease (CKD) is a widespread disorder affecting kidney structure and function. Animal models are being developed to be able to get valuable insights into the etiopathogenesis of the condition and effect of the treatments. Moreover, diagnosis and disease staging still require defining appropriate biomarkers. Untargeted metabolomics has the potential to deal with those challenges. Renal fibrosis is one of the consequences of kidney injury which greatly affects the concentration of metabolites in the same quantity of sample. To overcome this challenge, several data normalization strategies have been applied, following a multilevel normalization method with the overall aim of focussing on the relevant biological information and reducing the influence of disturbing factors. A comprehensive evaluation of the performance of the normalization strategies, both on methods assessing the intragroup variation and on the impact on differential analysis, is provided. Finally, we present evidence of the importance of biological-model-driven guided normalization methods and discuss multiple criteria that need to be taken into consideration to obtain robust and reliable data. Special concern is transmitted on the misleading conclusions that might be the consequence of inappropriate data pre-treatment solutions applied for untargeted methods.","Evidence of the importance of biological-model-driven guided normalization methods is presented and multiple criteria that need to be taken into consideration to obtain robust and reliable data are discussed."
"Instrumental Drift in Untargeted Metabolomics: Optimizing Data Quality with Intrastudy QC Samples","https://scispace.com/papers/instrumental-drift-in-untargeted-metabolomics-optimizing-626njri1","2023","Journal Article","Metabolites","Andre Märtens
Johannes Holle
Brit Mollenhauer
Andre Wegner
Jennifer A. Kirwan
Karsten Hiller","10.3390/metabo13050665","https://www.mdpi.com/2218-1989/13/5/665/pdf?version=1684232827","Yes","","Untargeted metabolomics is an important tool in studying health and disease and is employed in fields such as biomarker discovery and drug development, as well as precision medicine. Although significant technical advances were made in the field of mass-spectrometry driven metabolomics, instrumental drifts, such as fluctuations in retention time and signal intensity, remain a challenge, particularly in large untargeted metabolomics studies. Therefore, it is crucial to consider these variations during data processing to ensure high-quality data. Here, we will provide recommendations for an optimal data processing workflow using intrastudy quality control (QC) samples that identifies errors resulting from instrumental drifts, such as shifts in retention time and metabolite intensities. Furthermore, we provide an in-depth comparison of the performance of three popular batch-effect correction methods of different complexity. By using different evaluation metrics based on QC samples and a machine learning approach based on biological samples, the performance of the batch-effect correction methods were evaluated. Here, the method TIGER demonstrated the overall best performance by reducing the relative standard deviation of the QCs and dispersion-ratio the most, as well as demonstrating the highest area under the receiver operating characteristic with three different probabilistic classifiers (Logistic regression, Random Forest, and Support Vector Machine). In summary, our recommendations will help to generate high-quality data that are suitable for further downstream processing, leading to more accurate and meaningful insights into the underlying biological processes.","In this paper , the authors provide recommendations for an optimal data processing workflow using intrastudy quality control (QC) samples that identifies errors resulting from instrumental drifts, such as shifts in retention time and metabolite intensities."
